Web_Link,URN,School_name,Ofsted_phase,Ofsted_region,Local_authority,Postcode,Total_number_of_pupils,Inspection_start_date,Inspection_end_date,Publication_date,Does_the_latest_graded_inspection_relate_to_the_URN_of_the_current_school,Overall_effectiveness,Category_of_concern,Quality_of_education,Behaviour_and_attitudes,Personal_development,Effectiveness_of_leadership_and_management,Safeguarding_is_effective,lat,lon
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116765,116765,Moons Moat First School,Primary,West Midlands,Worcestershire,B98 9HR,235,2013-01-31,2013-01-02,2013-02-27,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.3114478,-1.9051816
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116768,116768,Beaconside Primary and Nursery School,Primary,West Midlands,Worcestershire,B45 9DX,238,2011-08-06,2011-09-06,2011-06-23,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.39015136,-2.02273357
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116769,116769,Pitmaston Primary School,Primary,West Midlands,Worcestershire,WR2 4ZF,618,2017-07-06,2017-08-06,2017-04-07,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Yes,52.1827334,-2.2381508
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116773,116773,Lickey Hills Primary School and Nursery,Primary,West Midlands,Worcestershire,B45 8EU,430,2014-11-19,2014-11-20,2014-04-12,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.3732716,-2.0174736
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116774,116774,Abbey Park Middle School,Primary,West Midlands,Worcestershire,WR10 1DF,117,2022-06-28,2022-06-29,2022-09-21,Yes,Good,,Good,Good,Good,Good,Yes,52.1103206,-2.081830533
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116778,116778,Westacre Middle School,Primary,West Midlands,Worcestershire,WR9 0AA,449,2013-02-27,2013-02-28,2013-03-15,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.2659242,-2.16595745
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116780,116780,Abberley Parochial VC Primary School,Primary,West Midlands,Worcestershire,WR6 6AA,113,2014-02-26,2014-02-27,2014-03-18,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.3079284,-2.3734757
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116781,116781,Bayton CofE Primary School,Primary,West Midlands,Worcestershire,DY14 9LG,102,2012-05-12,2012-06-12,2013-10-01,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.3556187,-2.452108
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116782,116782,Belbroughton CofE Primary School,Primary,West Midlands,Worcestershire,DY9 9TF,176,2015-11-19,2015-11-20,2015-04-12,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.389422,-2.1195205
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116784,116784,Blakedown CofE Primary School,Primary,West Midlands,Worcestershire,DY10 3JN,192,2018-06-11,2018-07-11,2018-11-29,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.4044918,-2.1755312
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116785,116785,Bosbury CofE Primary School,Primary,West Midlands,Herefordshire,HR8 1PX,151,2014-01-22,2014-01-23,2015-02-24,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.08749265,-2.4461178
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116792,116792,Church Lench CofE First School,Primary,West Midlands,Worcestershire,WR11 4UE,75,2012-10-07,2012-11-07,2012-07-09,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.158844,-1.9661505
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116793,116793,Claines CofE Primary School,Primary,West Midlands,Worcestershire,WR3 7RW,203,2014-04-03,2014-05-03,2014-03-27,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.2304818,-2.2166557
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116794,116794,Cleeve Prior CofE (Controlled) Primary School,Primary,West Midlands,Worcestershire,WR11 8LG,28,2022-08-11,2022-09-11,2023-05-03,Yes,Requires Improvement,,Requires Improvement,Good,Good,Good,Yes,52.1406104,-1.8741953
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116795,116795,Clehonger CofE Primary School,Primary,West Midlands,Herefordshire,HR2 9SN,102,2019-06-06,2019-07-06,2019-06-26,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.0334658,-2.8003033
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116796,116796,Clent Parochial Primary School,Primary,West Midlands,Worcestershire,DY9 9QP,105,2013-04-23,2013-04-24,2013-10-05,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.4072242,-2.1123215
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116797,116797,Colwall CofE Primary School and Nursery,Primary,West Midlands,Herefordshire,WR13 6EQ,175,2012-10-10,2012-11-10,2012-05-11,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.07576,-2.36646
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116799,116799,St Mary's CofE Primary School,Primary,West Midlands,Herefordshire,HR4 7DW,154,2016-06-21,2016-06-22,2016-07-19,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.0876611,-2.8008705
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116800,116800,Cropthorne-with-Charlton CofE First School,Primary,West Midlands,Worcestershire,WR10 3NB,85,2014-09-25,2014-09-26,2014-10-14,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.1022198,-2.0029447
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116802,116802,Defford-Cum-Besford CofE School,Primary,West Midlands,Worcestershire,WR8 9BH,55,2023-04-25,2023-04-26,2023-06-18,Yes,Good,,Good,Good,Good,Good,Yes,52.0888257,-2.1199895
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116804,116804,Eardisley CofE Primary School,Primary,West Midlands,Herefordshire,HR3 6NS,107,2018-06-26,2018-06-27,2018-12-09,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.136263,-3.0045662
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116806,116806,Eckington CofE First School,Primary,West Midlands,Worcestershire,WR10 3AU,72,2012-05-30,2012-05-31,2012-06-22,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.0706077,-2.1114964
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116807,116807,Eldersfield Lawn CofE Primary School,Primary,West Midlands,Worcestershire,GL19 4LZ,106,2012-05-30,2012-05-31,2012-06-21,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,51.9761839,-2.2449556
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116808,116808,Elmley Castle CofE First School,Primary,West Midlands,Worcestershire,WR10 3HS,69,2012-09-10,2012-10-10,2012-10-25,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.07090505,-2.026676625
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116810,116810,St Richard's CofE First School,Primary,West Midlands,Worcestershire,WR11 1DU,319,2013-02-26,2013-02-27,2013-03-19,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.0824107,-1.93871985
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116811,116811,St Andrew's CofE School and Nursery,Primary,West Midlands,Worcestershire,WR11 2QN,311,2022-12-13,2022-12-14,2023-05-02,Yes,Good,,Good,Good,Good,Good,Yes,52.0839893,-1.9611543
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116813,116813,Goodrich CofE Primary School,Primary,West Midlands,Herefordshire,HR9 6HY,130,2014-05-03,2014-06-03,2014-03-25,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,51.8700255,-2.6199393
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116814,116814,Gorsley Goffs Primary School,Primary,West Midlands,Herefordshire,HR9 7SE,203,2023-03-13,2023-03-14,2023-05-21,Yes,Good,,Good,Good,Outstanding,Good,Yes,51.932283583,-2.476959567
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116815,116815,Grimley and Holt CofE Primary School,Primary,West Midlands,Worcestershire,WR2 6LU,94,2014-01-15,2014-01-16,2014-02-13,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.2430965,-2.2409658
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116816,116816,Hanbury CofE First School,Primary,West Midlands,Worcestershire,B60 4BS,130,2014-10-22,2014-10-23,2014-11-14,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.2755244,-2.0673083
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116819,116819,Harvington CofE First School,Primary,West Midlands,Worcestershire,WR11 8NQ,176,2023-03-07,2023-04-07,2023-09-13,Yes,Outstanding,,Outstanding,Outstanding,Outstanding,Outstanding,Yes,52.1408938,-1.919893
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116821,116821,Himbleton CofE Primary School and Nursery,Primary,West Midlands,Worcestershire,WR9 7LE,87,2023-02-03,2023-03-03,2023-05-21,Yes,Good,,Good,Good,Good,Good,Yes,52.2234396,-2.0779429
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116822,116822,Hindlip CofE First School,Primary,West Midlands,Worcestershire,WR3 8RJ,87,2012-06-20,2012-06-21,2012-06-07,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.2308574,-2.1878198
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116828,116828,Little Dewchurch CofE Primary School,Primary,West Midlands,Herefordshire,HR2 6PN,98,2013-07-02,2013-08-02,2013-04-03,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,51.9822131,-2.6807576
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116830,116830,Malvern Wyche CofE Primary School,Primary,West Midlands,Worcestershire,WR14 4ET,136,2020-02-26,2020-02-27,2020-03-17,Yes,Good,,Good,Outstanding,Outstanding,Good,Yes,52.0941489,-2.3340669
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116833,116833,Much Birch CofE Primary School,Primary,West Midlands,Herefordshire,HR2 8HL,186,2014-05-14,2014-05-15,2014-09-06,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,51.9746653,-2.7278965
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116836,116836,Orleton CofE Primary School,Primary,West Midlands,Herefordshire,SY8 4HQ,175,2013-11-27,2013-11-28,2013-12-18,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.3020484,-2.738934
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116837,116837,Overbury CofE First School,Primary,West Midlands,Worcestershire,GL20 7NT,83,2013-05-22,2013-05-23,2013-06-17,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.03473815,-2.061334375
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116838,116838,Pendock CofE Primary School,Primary,West Midlands,Worcestershire,GL19 3PW,51,2014-08-10,2014-09-10,2014-03-11,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,51.9965161,-2.3097429
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116844,116844,St Luke's CofE First School,Primary,West Midlands,Worcestershire,B97 4NU,143,2022-12-01,2022-01-13,2022-09-03,Yes,Requires Improvement,,Requires Improvement,Good,Good,Requires Improvement,Yes,52.2960182,-1.9464141
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116846,116846,Romsley St Kenelm's CofE Primary School,Primary,West Midlands,Worcestershire,B62 0LF,193,2017-05-12,2017-06-12,2018-11-01,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.41575,-2.05675
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116848,116848,Sedgeberrow CofE First School,Primary,West Midlands,Worcestershire,WR11 7UF,178,2014-01-29,2014-01-30,2014-02-24,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.0437358,-1.9714752
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116851,116851,Tibberton CofE First School,Primary,West Midlands,Worcestershire,WR9 7NL,73,2014-12-03,2014-03-13,2014-01-04,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.2188165,-2.1404071
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116853,116853,Upton-Upon-Severn CofE Primary and Pre School,Primary,West Midlands,Worcestershire,WR8 0LD,194,2015-01-29,2015-01-30,2015-02-27,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.0618981,-2.2151891
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116854,116854,Upton Snodsbury CofE First School,Primary,West Midlands,Worcestershire,WR7 4NH,51,2023-03-28,2023-03-29,2023-05-23,Yes,Good,,Good,Good,Outstanding,Good,Yes,52.1867081,-2.0860565
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116856,116856,Whittington CofE Primary School,Primary,West Midlands,Worcestershire,WR5 2QZ,207,2020-01-21,2020-01-22,2020-02-13,Yes,Good,,Good,Good,Good,Good,Yes,52.1724702,-2.1818492
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116858,116858,St Barnabas CofE Primary School,Primary,West Midlands,Worcestershire,WR3 8NZ,408,2012-09-18,2012-09-19,2012-10-22,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.2060828,-2.213529
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116859,116859,Red Hill CofE Primary School,Primary,West Midlands,Worcestershire,WR5 2HX,330,2023-03-13,2023-03-14,2023-05-18,Yes,Good,,Good,Good,Good,Good,Yes,52.1832699,-2.2031244
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116864,116864,Astley CofE Primary School,Primary,West Midlands,Worcestershire,DY13 0RH,88,2012-08-03,2012-09-03,2012-03-30,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.3113195,-2.3052181
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116865,116865,St Andrew's CofE First School,Primary,West Midlands,Worcestershire,B45 8NG,221,2013-05-12,2013-06-12,2014-01-21,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.363589714,-1.988917843
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116867,116867,Brampton Abbotts CofE Primary School,Primary,West Midlands,Herefordshire,HR9 7FX,124,2013-09-26,2013-09-27,2013-10-17,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,51.9232414,-2.5825356
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116868,116868,Bredon Hancock's Endowed CofE First School,Primary,West Midlands,Worcestershire,GL20 7LA,165,2014-12-11,2014-11-13,2014-11-28,Yes,Outstanding,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Outstanding,Insufficient Evidence,52.031021494,-2.114650767
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116869,116869,Bridstow CofE Primary School,Primary,West Midlands,Herefordshire,HR9 6PZ,85,2022-06-12,2022-07-12,2023-01-26,Yes,Good,,Good,Good,Good,Good,Yes,51.9182311,-2.6055398
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116870,116870,Broadwas CofE Aided Primary School,Primary,West Midlands,Worcestershire,WR6 5NE,87,2016-06-07,2016-07-07,2016-12-09,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Yes,52.19466255,-2.35525065
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116874,116874,Cradley CofE Primary School,Primary,West Midlands,Herefordshire,WR13 5NG,134,2011-09-15,2011-09-16,2011-09-30,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.126367,-2.383985
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116876,116876,St Joseph's Catholic Primary School,Primary,West Midlands,Worcestershire,WR9 0RY,189,2022-06-28,2022-06-29,2022-09-21,Yes,Requires Improvement,,Requires Improvement,Requires Improvement,Requires Improvement,Requires Improvement,Yes,52.2640652,-2.1658821
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/ELS/116879,116879,Fladbury CofE First School,Primary,West Midlands,Worcestershire,WR10 2QB,81,2014-04-30,2014-01-05,2014-05-21,Yes,Good,,Insufficient Evidence,Insufficient Evidence,Insufficient Evidence,Good,Insufficient Evidence,52.1154113,-2.0079469
